"","CpG","Beta","SE","P","FDR","Trait","threshold"
"12686","cg08941639",0.0057,0.0015,9.7e-05,0.0052,"smoking","F01"
"12687","cg23099587",0.0027,7e-04,9.7e-05,0.0052,"smoking","F01"
"12688","cg18866599",-0.002,5e-04,9.7e-05,0.0052,"smoking","F01"
"12689","cg19503640",0.0084,0.0022,9.7e-05,0.0052,"smoking","F01"
"12690","cg16872595",-0.0056,0.0014,9.7e-05,0.0052,"smoking","F01"
"12691","cg18677871",-0.0032,8e-04,9.8e-05,0.0052,"smoking","F01"
"12692","cg04367503",-0.012,0.0031,9.8e-05,0.0052,"smoking","F01"
"12693","cg12712184",-0.0041,0.0011,9.8e-05,0.0052,"smoking","F01"
"12694","cg04587220",-0.0024,6e-04,9.8e-05,0.0052,"smoking","F01"
"12695","cg26779305",0.0037,0.001,9.8e-05,0.0052,"smoking","F01"
"12696","cg24192559",0.0028,7e-04,9.8e-05,0.0052,"smoking","F01"
"12697","cg20430496",0.0018,5e-04,9.8e-05,0.0052,"smoking","F01"
"12698","cg10670077",0.0028,7e-04,9.8e-05,0.0052,"smoking","F01"
"12699","cg12908107",-0.0056,0.0014,9.8e-05,0.0052,"smoking","F01"
"12700","cg10761364",0.002,5e-04,9.8e-05,0.0052,"smoking","F01"
"12701","cg23999801",-0.003,8e-04,9.8e-05,0.0052,"smoking","F01"
"12702","cg03333634",0.0045,0.0012,9.8e-05,0.0052,"smoking","F01"
"12703","cg03534655",-0.002,5e-04,9.8e-05,0.0052,"smoking","F01"
"12704","cg14163311",-0.0046,0.0012,9.8e-05,0.0052,"smoking","F01"
"12705","cg05902884",0.0065,0.0017,9.9e-05,0.0052,"smoking","F01"
"12706","cg08253374",0.0025,6e-04,9.9e-05,0.0052,"smoking","F01"
"12707","cg14080888",-0.0032,8e-04,9.9e-05,0.0052,"smoking","F01"
"12708","cg21104363",0.0048,0.0012,9.9e-05,0.0052,"smoking","F01"
"12709","cg00072689",-0.0098,0.0025,9.9e-05,0.0053,"smoking","F01"
"12710","cg22981296",-0.005,0.0013,9.9e-05,0.0053,"smoking","F01"
"12711","cg10401367",-0.0011,3e-04,9.9e-05,0.0053,"smoking","F01"
"12712","cg18246640",-0.0045,0.0011,9.9e-05,0.0053,"smoking","F01"
"12713","cg05460965",-0.0041,0.0011,9.9e-05,0.0053,"smoking","F01"
"12714","cg21330641",-0.0055,0.0014,9.9e-05,0.0053,"smoking","F01"
"12715","cg08090557",-0.0054,0.0014,9.9e-05,0.0053,"smoking","F01"
"12716","cg15006864",-0.0049,0.0013,9.9e-05,0.0053,"smoking","F01"
"12717","cg06493289",0.0035,9e-04,9.9e-05,0.0053,"smoking","F01"
"12718","cg00511167",-0.0079,0.002,9.9e-05,0.0053,"smoking","F01"
"12719","cg15143938",0.0039,0.001,9.9e-05,0.0053,"smoking","F01"
"12720","cg07017875",-0.0048,0.0012,1e-04,0.0053,"smoking","F01"
"12721","cg14116129",-0.0066,0.0017,1e-04,0.0053,"smoking","F01"
"12722","cg04224247",-0.0209,0.0054,1e-04,0.0053,"smoking","F01"
"12723","cg01809797",-0.0042,0.0011,1e-04,0.0053,"smoking","F01"
"12724","cg09657982",0.0024,6e-04,1e-04,0.0053,"smoking","F01"
"12725","cg05733703",-0.0054,0.0014,1e-04,0.0053,"smoking","F01"
"12726","cg15790820",0.0022,6e-04,1e-04,0.0053,"smoking","F01"
"12727","cg14416352",0.003,8e-04,1e-04,0.0053,"smoking","F01"
"12728","cg21320768",0.0033,8e-04,1e-04,0.0053,"smoking","F01"
"12729","cg05512327",-0.0044,0.0011,1e-04,0.0053,"smoking","F01"
"12730","cg05217983",-0.0101,0.0026,1e-04,0.0053,"smoking","F01"
"12731","cg26266618",0.0045,0.0012,1e-04,0.0053,"smoking","F01"
"12732","cg18550262",0.0045,0.0012,1e-04,0.0053,"smoking","F01"
"12733","cg12815142",-0.0033,8e-04,1e-04,0.0053,"smoking","F01"
"12734","cg03367679",-0.0052,0.0013,1e-04,0.0053,"smoking","F01"
"12735","cg00295780",0.0052,0.0013,1e-04,0.0053,"smoking","F01"
"12736","cg25522867",-0.0052,0.0013,1e-04,0.0053,"smoking","F01"
"12737","cg06146665",0.0073,0.0019,1e-04,0.0053,"smoking","F01"
"12738","cg15392900",-0.0033,8e-04,1e-04,0.0053,"smoking","F01"
"12739","cg05690394",-0.0052,0.0013,1e-04,0.0053,"smoking","F01"
"12740","cg03273183",-0.0047,0.0012,1e-04,0.0053,"smoking","F01"
"12741","cg08255481",0.0068,0.0017,1e-04,0.0053,"smoking","F01"
"12742","cg16886175",-0.007,0.0018,1e-04,0.0053,"smoking","F01"
"12743","cg13776560",-0.0038,0.001,1e-04,0.0053,"smoking","F01"
"12744","cg21799270",-0.0063,0.0016,1e-04,0.0053,"smoking","F01"
"12745","cg15451248",-0.0059,0.0015,1e-04,0.0053,"smoking","F01"
"12746","cg24622589",-0.0038,0.001,1e-04,0.0053,"smoking","F01"
"12747","cg12012871",0.0045,0.0012,1e-04,0.0053,"smoking","F01"
"12748","cg23928512",-0.0058,0.0015,1e-04,0.0053,"smoking","F01"
"12749","cg06427759",-0.002,5e-04,1e-04,0.0053,"smoking","F01"
"12750","cg06824423",0.0027,7e-04,1e-04,0.0053,"smoking","F01"
"12751","cg11915812",-0.0023,6e-04,1e-04,0.0053,"smoking","F01"
"12752","cg05462543",0.0066,0.0017,1e-04,0.0053,"smoking","F01"
"12753","cg10461264",9e-04,2e-04,1e-04,0.0053,"smoking","F01"
"12754","cg24524470",0.0079,0.002,1e-04,0.0053,"smoking","F01"
"12755","cg03701992",0.0044,0.0011,1e-04,0.0053,"smoking","F01"
"12756","cg21241823",-0.0053,0.0014,1e-04,0.0053,"smoking","F01"
"12757","cg00207280",0.004,0.001,1e-04,0.0053,"smoking","F01"
"12758","cg19802477",0.0079,0.002,1e-04,0.0053,"smoking","F01"
"12759","cg14049990",0.0079,0.002,1e-04,0.0053,"smoking","F01"
"12760","cg08654655",0.0057,0.0015,1e-04,0.0053,"smoking","F01"
"12761","cg12756150",0.0096,0.0025,1e-04,0.0054,"smoking","F01"
"12762","cg19358608",0.0049,0.0013,1e-04,0.0054,"smoking","F01"
"12763","cg06433879",0.0019,5e-04,1e-04,0.0054,"smoking","F01"
"12764","cg11234688",-0.0097,0.0025,1e-04,0.0054,"smoking","F01"
"12765","cg06567855",-0.003,8e-04,1e-04,0.0054,"smoking","F01"
"12766","cg26073542",0.0034,9e-04,1e-04,0.0054,"smoking","F01"
"12767","cg16737517",-0.0151,0.0039,1e-04,0.0054,"smoking","F01"
"12768","cg14055193",0.0055,0.0014,1e-04,0.0054,"smoking","F01"
"12769","cg09586191",-0.0051,0.0013,1e-04,0.0054,"smoking","F01"
"12770","cg06371836",-0.0051,0.0013,1e-04,0.0054,"smoking","F01"
"12771","cg18487916",-0.0054,0.0014,1e-04,0.0054,"smoking","F01"
"12772","cg00235442",-0.0023,6e-04,1e-04,0.0054,"smoking","F01"
"12773","cg05134847",-0.0047,0.0012,1e-04,0.0054,"smoking","F01"
"12774","cg21240736",-0.0047,0.0012,1e-04,0.0054,"smoking","F01"
"12775","cg21357108",0.0012,3e-04,1e-04,0.0054,"smoking","F01"
"12776","cg19264571",-0.0048,0.0012,1e-04,0.0054,"smoking","F01"
"12777","cg11530693",0.0037,0.001,1e-04,0.0054,"smoking","F01"
"12778","cg00666749",-0.0077,0.002,1e-04,0.0054,"smoking","F01"
"12779","cg12087695",0.0039,0.001,1e-04,0.0054,"smoking","F01"
"12780","cg04924028",-0.008,0.0021,1e-04,0.0054,"smoking","F01"
"12781","cg05840541",0.0069,0.0018,1e-04,0.0054,"smoking","F01"
"12782","cg05288803",0.0018,5e-04,1e-04,0.0054,"smoking","F01"
"12783","cg15742116",0.0033,9e-04,1e-04,0.0054,"smoking","F01"
"12784","cg13926338",0.0038,0.001,1e-04,0.0054,"smoking","F01"
"12785","cg12973941",0.003,8e-04,1e-04,0.0054,"smoking","F01"
"12786","cg07194166",-0.0028,7e-04,1e-04,0.0054,"smoking","F01"
"12787","cg06922393",-0.0049,0.0013,1e-04,0.0054,"smoking","F01"
"12788","cg01440841",0.0032,8e-04,1e-04,0.0054,"smoking","F01"
"12789","cg06099431",-0.0094,0.0024,1e-04,0.0054,"smoking","F01"
"12790","cg10488031",-0.0069,0.0018,1e-04,0.0054,"smoking","F01"
"12791","cg11064521",0.0035,9e-04,1e-04,0.0055,"smoking","F01"
"12792","cg01167556",-0.0092,0.0024,1e-04,0.0055,"smoking","F01"
"12793","cg26218277",-0.0043,0.0011,1e-04,0.0055,"smoking","F01"
"12794","cg10895547",0.0041,0.0011,1e-04,0.0055,"smoking","F01"
"12795","cg18242103",0.0073,0.0019,1e-04,0.0055,"smoking","F01"
"12796","cg27042226",-0.0027,7e-04,1e-04,0.0055,"smoking","F01"
"12797","cg19594052",-0.0032,8e-04,1e-04,0.0055,"smoking","F01"
"12798","cg05845141",-0.005,0.0013,1e-04,0.0055,"smoking","F01"
"12799","cg25625127",-0.005,0.0013,1e-04,0.0055,"smoking","F01"
"12800","cg23176340",-0.0094,0.0024,1e-04,0.0055,"smoking","F01"
"12801","cg12484113",-0.0059,0.0015,1e-04,0.0055,"smoking","F01"
"12802","cg19184160",0.0052,0.0014,1e-04,0.0055,"smoking","F01"
"12803","cg15704699",0.0072,0.0019,1e-04,0.0055,"smoking","F01"
"12804","cg08586500",0.0059,0.0015,1e-04,0.0055,"smoking","F01"
"12805","cg15686608",0.0023,6e-04,1e-04,0.0055,"smoking","F01"
"12806","cg07636176",0.0065,0.0017,1e-04,0.0055,"smoking","F01"
"12807","cg25909396",-0.0082,0.0021,1e-04,0.0055,"smoking","F01"
"12808","cg13615971",0.0047,0.0012,1e-04,0.0055,"smoking","F01"
"12809","cg03070187",-0.0041,0.0011,1e-04,0.0055,"smoking","F01"
"12810","cg16404170",0.0042,0.0011,1e-04,0.0055,"smoking","F01"
"12811","cg21534578",-0.0056,0.0014,1e-04,0.0055,"smoking","F01"
"12812","cg23092820",0.0036,9e-04,1e-04,0.0055,"smoking","F01"
"12813","cg07325246",0.0055,0.0014,1e-04,0.0055,"smoking","F01"
"12814","cg08676425",0.0031,8e-04,1e-04,0.0055,"smoking","F01"
"12815","cg15457390",0.0028,7e-04,1e-04,0.0055,"smoking","F01"
"12816","cg19127840",-0.0032,8e-04,1e-04,0.0055,"smoking","F01"
"12817","cg02064158",0.0023,6e-04,1e-04,0.0055,"smoking","F01"
"12818","cg09287629",0.0064,0.0017,1e-04,0.0055,"smoking","F01"
"12819","cg19594305",0.0036,9e-04,1e-04,0.0055,"smoking","F01"
"12820","cg12301823",0.0027,7e-04,1e-04,0.0055,"smoking","F01"
"12821","cg04740898",-0.0051,0.0013,1e-04,0.0055,"smoking","F01"
"12822","cg21225563",-0.0046,0.0012,1e-04,0.0055,"smoking","F01"
"12823","cg23430652",0.0074,0.0019,1e-04,0.0055,"smoking","F01"
"12824","cg04039957",0.0057,0.0015,1e-04,0.0055,"smoking","F01"
"12825","cg06591579",0.0102,0.0026,1e-04,0.0055,"smoking","F01"
"12826","cg19406511",-0.0015,4e-04,1e-04,0.0055,"smoking","F01"
"12827","cg00574958",0.0022,6e-04,1e-04,0.0055,"smoking","F01"
"12828","cg18125510",-0.0078,0.002,1e-04,0.0055,"smoking","F01"
"12829","cg27543538",0.0054,0.0014,1e-04,0.0055,"smoking","F01"
"12830","cg02489552",-0.0137,0.0035,1e-04,0.0055,"smoking","F01"
"12831","cg12921411",-0.0041,0.001,1e-04,0.0055,"smoking","F01"
"12832","cg06710464",0.0055,0.0014,1e-04,0.0055,"smoking","F01"
"12833","cg21468274",-0.0096,0.0025,1e-04,0.0055,"smoking","F01"
"12834","cg00099869",0.0029,7e-04,1e-04,0.0055,"smoking","F01"
"12835","cg01952313",-0.0049,0.0013,1e-04,0.0055,"smoking","F01"
"12836","cg05877109",0.0031,8e-04,1e-04,0.0055,"smoking","F01"
"12837","cg26918117",0.0038,0.001,1e-04,0.0056,"smoking","F01"
"12838","cg06110458",-0.005,0.0013,1e-04,0.0056,"smoking","F01"
"12839","cg13917964",-0.0061,0.0016,1e-04,0.0056,"smoking","F01"
"12840","cg09257526",-0.0067,0.0017,1e-04,0.0056,"smoking","F01"
"12841","cg20308351",-0.0089,0.0023,1e-04,0.0056,"smoking","F01"
"12842","cg08486875",0.0049,0.0013,1e-04,0.0056,"smoking","F01"
"12843","cg25553916",-0.0036,9e-04,1e-04,0.0056,"smoking","F01"
"12844","cg27586487",0.0024,6e-04,1e-04,0.0056,"smoking","F01"
"12845","cg27598208",-0.0079,0.0021,1e-04,0.0056,"smoking","F01"
"12846","cg11376341",0.0064,0.0017,1e-04,0.0056,"smoking","F01"
"12847","cg03351487",0.0077,0.002,1e-04,0.0056,"smoking","F01"
"12848","cg16718710",0.0032,8e-04,1e-04,0.0056,"smoking","F01"
"12849","cg20925383",-0.0019,5e-04,1e-04,0.0056,"smoking","F01"
"12850","cg25102417",0.0045,0.0012,1e-04,0.0056,"smoking","F01"
"12851","cg24352349",-0.0017,4e-04,1e-04,0.0056,"smoking","F01"
"12852","cg27309564",-0.0057,0.0015,1e-04,0.0056,"smoking","F01"
"12853","cg17399143",-0.0028,7e-04,1e-04,0.0056,"smoking","F01"
"12854","cg08473752",0.0071,0.0018,1e-04,0.0056,"smoking","F01"
"12855","cg19654195",0.0025,6e-04,1e-04,0.0056,"smoking","F01"
"12856","cg17443473",-0.0047,0.0012,1e-04,0.0056,"smoking","F01"
"12857","cg19880947",-0.0034,9e-04,1e-04,0.0056,"smoking","F01"
"12858","cg06230805",0.0039,0.001,1e-04,0.0056,"smoking","F01"
"12859","cg16463460",0.006,0.0016,1e-04,0.0056,"smoking","F01"
"12860","cg24533564",-0.0035,9e-04,1e-04,0.0056,"smoking","F01"
"12861","cg23291854",0.0032,8e-04,1e-04,0.0056,"smoking","F01"
"12862","cg09303330",-0.0037,9e-04,1e-04,0.0056,"smoking","F01"
"12863","cg06251289",-0.0019,5e-04,1e-04,0.0056,"smoking","F01"
"12864","cg10799327",0.0038,0.001,1e-04,0.0056,"smoking","F01"
"12865","cg08248134",0.0063,0.0016,1e-04,0.0056,"smoking","F01"
"12866","cg13488078",0.004,0.001,1e-04,0.0056,"smoking","F01"
"12867","cg06904649",0.0023,6e-04,1e-04,0.0056,"smoking","F01"
"12868","cg03419646",0.0058,0.0015,1e-04,0.0056,"smoking","F01"
"12869","cg15128226",-0.0092,0.0024,1e-04,0.0056,"smoking","F01"
"12870","cg20976526",-0.0055,0.0014,1e-04,0.0056,"smoking","F01"
"12871","cg27656459",0.0051,0.0013,1e-04,0.0056,"smoking","F01"
"12872","cg16532438",0.001,3e-04,1e-04,0.0056,"smoking","F01"
"12873","cg00426968",0.0032,8e-04,1e-04,0.0056,"smoking","F01"
"12874","cg09278107",0.0056,0.0014,1e-04,0.0056,"smoking","F01"
"12875","cg26179590",-0.0032,8e-04,1e-04,0.0056,"smoking","F01"
"12876","cg10546888",0.0064,0.0017,1e-04,0.0056,"smoking","F01"
"12877","cg15773624",0.0016,4e-04,1e-04,0.0056,"smoking","F01"
"12878","cg00872726",0.0059,0.0015,1e-04,0.0056,"smoking","F01"
"12879","cg24374857",-0.0033,8e-04,1e-04,0.0056,"smoking","F01"
"12880","cg27310319",0.0023,6e-04,1e-04,0.0056,"smoking","F01"
"12881","cg10717214",-0.0054,0.0014,1e-04,0.0056,"smoking","F01"
"12882","cg15446391",0.0039,0.001,1e-04,0.0056,"smoking","F01"
"12883","cg19246761",-0.0055,0.0014,1e-04,0.0056,"smoking","F01"
"12884","cg14714797",-0.0121,0.0031,1e-04,0.0056,"smoking","F01"
"12885","cg06425919",0.0039,0.001,1e-04,0.0056,"smoking","F01"
"12886","cg14093363",0.0021,5e-04,1e-04,0.0056,"smoking","F01"
"12887","cg18202080",-0.0075,0.0019,1e-04,0.0056,"smoking","F01"
"12888","cg24925701",0.0083,0.0022,1e-04,0.0056,"smoking","F01"
"12889","cg26552621",-0.005,0.0013,1e-04,0.0056,"smoking","F01"
"12890","cg01313363",0.0027,7e-04,1e-04,0.0056,"smoking","F01"
"12891","cg01991625",-0.0068,0.0018,1e-04,0.0056,"smoking","F01"
"12892","cg01758512",0.0075,0.0019,1e-04,0.0056,"smoking","F01"
"12893","cg23205387",0.0031,8e-04,1e-04,0.0056,"smoking","F01"
"12894","cg10622536",-0.0044,0.0011,1e-04,0.0056,"smoking","F01"
"12895","cg15770046",0.0027,7e-04,1e-04,0.0056,"smoking","F01"
"12896","cg15726700",0.0049,0.0013,1e-04,0.0056,"smoking","F01"
"12897","cg17981790",0.0038,0.001,1e-04,0.0056,"smoking","F01"
"12898","cg21152177",0.0037,9e-04,1e-04,0.0056,"smoking","F01"
"12899","cg17064090",0.0035,9e-04,1e-04,0.0056,"smoking","F01"
"12900","cg20026346",-0.0076,0.002,1e-04,0.0056,"smoking","F01"
"12901","cg14716686",0.0096,0.0025,1e-04,0.0056,"smoking","F01"
"12902","cg25342005",0.0056,0.0015,1e-04,0.0056,"smoking","F01"
"12903","cg16924337",0.003,8e-04,1e-04,0.0056,"smoking","F01"
"12904","cg05720871",-0.003,8e-04,1e-04,0.0057,"smoking","F01"
"12905","cg25217842",-0.0025,7e-04,1e-04,0.0057,"smoking","F01"
"12906","cg04677123",0.0048,0.0012,1e-04,0.0057,"smoking","F01"
"12907","cg01309328",-0.0071,0.0018,1e-04,0.0057,"smoking","F01"
"12908","cg10328047",-0.0019,5e-04,1e-04,0.0057,"smoking","F01"
"12909","cg20059151",0.0043,0.0011,1e-04,0.0057,"smoking","F01"
"12910","cg16959747",0.0043,0.0011,1e-04,0.0057,"smoking","F01"
"12911","cg23545258",-0.0015,4e-04,1e-04,0.0057,"smoking","F01"
"12912","cg23746574",0.0029,7e-04,1e-04,0.0057,"smoking","F01"
"12913","cg22921096",-0.0057,0.0015,1e-04,0.0057,"smoking","F01"
"12914","cg12930882",-0.0072,0.0019,1e-04,0.0057,"smoking","F01"
"12915","cg21951457",0.0017,4e-04,1e-04,0.0057,"smoking","F01"
"12916","cg06652329",0.0036,9e-04,1e-04,0.0057,"smoking","F01"
"12917","cg08923271",-0.0042,0.0011,1e-04,0.0057,"smoking","F01"
"12918","cg00605523",0.0039,0.001,1e-04,0.0057,"smoking","F01"
"12919","cg07103517",-0.006,0.0015,1e-04,0.0057,"smoking","F01"
"12920","cg21351392",-0.0238,0.0062,1e-04,0.0057,"smoking","F01"
"12921","cg00566320",-0.0064,0.0016,1e-04,0.0057,"smoking","F01"
"12922","cg07728579",0.0039,0.001,1e-04,0.0057,"smoking","F01"
"12923","cg24110540",0.0058,0.0015,1e-04,0.0057,"smoking","F01"
"12924","cg20531550",-0.0057,0.0015,1e-04,0.0057,"smoking","F01"
"12925","cg18008766",-0.0047,0.0012,1e-04,0.0057,"smoking","F01"
"12926","cg19414741",0.0044,0.0011,1e-04,0.0057,"smoking","F01"
"12927","cg14004678",0.0055,0.0014,1e-04,0.0057,"smoking","F01"
"12928","cg19589811",0.0032,8e-04,1e-04,0.0057,"smoking","F01"
"12929","cg09721659",-0.0045,0.0012,1e-04,0.0057,"smoking","F01"
"12930","cg11212329",0.0069,0.0018,1e-04,0.0057,"smoking","F01"
"12931","cg09910271",0.0041,0.0011,1e-04,0.0057,"smoking","F01"
"12932","cg13490403",-0.0111,0.0029,1e-04,0.0058,"smoking","F01"
"12933","cg18702012",-0.0051,0.0013,1e-04,0.0058,"smoking","F01"
"12934","cg05903720",0.0051,0.0013,1e-04,0.0058,"smoking","F01"
"12935","cg03037030",-0.0052,0.0014,1e-04,0.0058,"smoking","F01"
"12936","cg24859352",0.0024,6e-04,1e-04,0.0058,"smoking","F01"
"12937","cg01088410",0.0015,4e-04,1e-04,0.0058,"smoking","F01"
"12938","cg21454760",0.0047,0.0012,1e-04,0.0058,"smoking","F01"
"12939","cg19620333",-0.0053,0.0014,1e-04,0.0058,"smoking","F01"
"12940","cg04864640",0.0025,7e-04,1e-04,0.0058,"smoking","F01"
"12941","cg26954951",-0.0044,0.0011,1e-04,0.0058,"smoking","F01"
"12942","cg21033965",-0.0091,0.0024,1e-04,0.0058,"smoking","F01"
"12943","cg07192048",-0.0124,0.0032,1e-04,0.0058,"smoking","F01"
"12944","cg10926083",-0.003,8e-04,1e-04,0.0058,"smoking","F01"
"12945","cg05465955",-0.0056,0.0014,1e-04,0.0058,"smoking","F01"
"12946","cg00076307",0.0022,6e-04,1e-04,0.0058,"smoking","F01"
"12947","cg08820801",-0.007,0.0018,1e-04,0.0058,"smoking","F01"
"12948","cg09155905",-0.0068,0.0018,1e-04,0.0058,"smoking","F01"
"12949","cg03155159",-0.0131,0.0034,1e-04,0.0058,"smoking","F01"
"12950","cg04246144",0.0036,9e-04,1e-04,0.0058,"smoking","F01"
"12951","cg18105529",0.0034,9e-04,1e-04,0.0058,"smoking","F01"
"12952","cg26475085",0.0029,8e-04,1e-04,0.0059,"smoking","F01"
"12953","cg12084760",0.0038,0.001,1e-04,0.0059,"smoking","F01"
"12954","cg19815376",-0.0078,0.002,1e-04,0.0059,"smoking","F01"
"12955","cg12844784",0.0023,6e-04,1e-04,0.0059,"smoking","F01"
"12956","cg13981001",-0.0056,0.0014,1e-04,0.0059,"smoking","F01"
"12957","cg09568774",0.0057,0.0015,1e-04,0.0059,"smoking","F01"
"12958","cg11322877",0.006,0.0016,1e-04,0.0059,"smoking","F01"
"12959","cg07737182",0.0056,0.0014,1e-04,0.0059,"smoking","F01"
"12960","cg23708624",0.0083,0.0022,1e-04,0.0059,"smoking","F01"
"12961","cg04179940",-0.0048,0.0012,1e-04,0.0059,"smoking","F01"
"12962","cg20762729",0.0021,6e-04,1e-04,0.0059,"smoking","F01"
"12963","cg17505469",0.0057,0.0015,1e-04,0.0059,"smoking","F01"
"12964","cg05365735",-0.0079,0.002,1e-04,0.0059,"smoking","F01"
"12965","cg04871807",-0.007,0.0018,1e-04,0.0059,"smoking","F01"
"12966","cg23333915",0.0026,7e-04,1e-04,0.0059,"smoking","F01"
"12967","cg20379593",-0.0054,0.0014,1e-04,0.0059,"smoking","F01"
"12968","cg02577963",0.004,0.001,1e-04,0.0059,"smoking","F01"
"12969","cg10052840",-0.0038,0.001,1e-04,0.0059,"smoking","F01"
"12970","cg24120597",-0.0024,6e-04,1e-04,0.0059,"smoking","F01"
"12971","cg11663667",-0.0038,0.001,1e-04,0.0059,"smoking","F01"
"12972","cg06011067",0.0069,0.0018,1e-04,0.0059,"smoking","F01"
"12973","cg13753526",0.009,0.0023,1e-04,0.0059,"smoking","F01"
"12974","cg24780479",0.0011,3e-04,1e-04,0.0059,"smoking","F01"
"12975","cg14499058",0.0034,9e-04,1e-04,0.0059,"smoking","F01"
"12976","cg22995106",-0.0037,0.001,1e-04,0.0059,"smoking","F01"
"12977","cg10773526",-0.0044,0.0011,1e-04,0.0059,"smoking","F01"
"12978","cg23792308",0.0029,8e-04,1e-04,0.0059,"smoking","F01"
"12979","cg25556035",-0.007,0.0018,1e-04,0.0059,"smoking","F01"
"12980","cg13151425",-0.0049,0.0013,1e-04,0.0059,"smoking","F01"
"12981","cg05915316",-0.0048,0.0012,1e-04,0.0059,"smoking","F01"
"12982","cg24613080",0.0069,0.0018,1e-04,0.0059,"smoking","F01"
"12983","cg15763258",-0.0056,0.0015,1e-04,0.006,"smoking","F01"
"12984","cg13475638",-0.0023,6e-04,1e-04,0.006,"smoking","F01"
"12985","cg06972695",0.0038,0.001,1e-04,0.006,"smoking","F01"
"12986","cg09123625",-0.0024,6e-04,1e-04,0.006,"smoking","F01"
"12987","cg14384960",0.0048,0.0012,1e-04,0.006,"smoking","F01"
"12988","cg14350358",0.0039,0.001,1e-04,0.006,"smoking","F01"
"12989","cg07988060",0.0039,0.001,1e-04,0.006,"smoking","F01"
"12990","cg15923513",0.0024,6e-04,1e-04,0.006,"smoking","F01"
"12991","cg08050115",-0.0045,0.0012,1e-04,0.006,"smoking","F01"
"12992","cg06660523",0.0034,9e-04,1e-04,0.006,"smoking","F01"
"12993","cg10009224",0.0039,0.001,1e-04,0.006,"smoking","F01"
"12994","cg25135457",-0.0042,0.0011,1e-04,0.006,"smoking","F01"
"12995","cg20569893",-0.0018,5e-04,1e-04,0.006,"smoking","F01"
"12996","cg16005592",-0.0054,0.0014,1e-04,0.006,"smoking","F01"
"12997","cg23615483",0.005,0.0013,1e-04,0.006,"smoking","F01"
"12998","cg24376434",-0.0038,0.001,1e-04,0.006,"smoking","F01"
"12999","cg06196801",-0.004,0.001,1e-04,0.006,"smoking","F01"
"13000","cg13232525",0.003,8e-04,1e-04,0.006,"smoking","F01"
"13001","cg18797823",0.0032,8e-04,1e-04,0.006,"smoking","F01"
"13002","cg23082877",0.0033,9e-04,1e-04,0.006,"smoking","F01"
"13003","cg00944599",-0.0049,0.0013,1e-04,0.006,"smoking","F01"
"13004","cg01759761",0.0021,6e-04,1e-04,0.006,"smoking","F01"
"13005","cg04533088",0.0021,5e-04,1e-04,0.006,"smoking","F01"
"13006","cg24897141",-0.0049,0.0013,1e-04,0.006,"smoking","F01"
"13007","cg19003304",0.0066,0.0017,1e-04,0.006,"smoking","F01"
"13008","cg00723017",0.006,0.0016,1e-04,0.006,"smoking","F01"
"13009","cg12076102",0.0042,0.0011,1e-04,0.006,"smoking","F01"
"13010","cg25662428",-0.0038,0.001,1e-04,0.006,"smoking","F01"
"13011","cg05644049",-0.0029,8e-04,1e-04,0.006,"smoking","F01"
"13012","cg13942826",0.0061,0.0016,1e-04,0.006,"smoking","F01"
"13013","cg27209578",-0.0029,8e-04,1e-04,0.006,"smoking","F01"
"13014","cg00670111",0.0042,0.0011,1e-04,0.006,"smoking","F01"
"13015","cg02744588",-0.007,0.0018,1e-04,0.006,"smoking","F01"
"13016","cg23654112",-0.0045,0.0012,1e-04,0.006,"smoking","F01"
"13017","cg09121269",0.0038,0.001,1e-04,0.0061,"smoking","F01"
"13018","cg27063372",-0.0073,0.0019,1e-04,0.0061,"smoking","F01"
"13019","cg24016626",0.0037,0.001,1e-04,0.0061,"smoking","F01"
"13020","cg26628907",0.0055,0.0014,1e-04,0.0061,"smoking","F01"
"13021","cg15230883",0.0096,0.0025,1e-04,0.0061,"smoking","F01"
"13022","cg10689438",-0.0034,9e-04,1e-04,0.0061,"smoking","F01"
"13023","cg19851563",-0.012,0.0031,1e-04,0.0061,"smoking","F01"
"13024","cg03546163",-0.0132,0.0034,1e-04,0.0061,"smoking","F01"
"13025","cg03885332",-0.0063,0.0016,1e-04,0.0061,"smoking","F01"
"13026","cg04972957",0.0016,4e-04,1e-04,0.0061,"smoking","F01"
"13027","cg16008966",0.0068,0.0018,1e-04,0.0061,"smoking","F01"
"13028","cg13772414",-0.0052,0.0014,1e-04,0.0061,"smoking","F01"
"13029","cg25044651",0.0043,0.0011,1e-04,0.0061,"smoking","F01"
"13030","cg14431165",0.0085,0.0022,1e-04,0.0061,"smoking","F01"
"13031","cg14788334",-0.0046,0.0012,1e-04,0.0061,"smoking","F01"
"13032","cg16915653",0.0031,8e-04,1e-04,0.0061,"smoking","F01"
"13033","cg14531663",0.0045,0.0012,1e-04,0.0061,"smoking","F01"
"13034","cg05760402",0.0021,5e-04,1e-04,0.0061,"smoking","F01"
"13035","cg22791932",0.0052,0.0014,1e-04,0.0061,"smoking","F01"
"13036","cg05595345",0.0027,7e-04,1e-04,0.0061,"smoking","F01"
"13037","cg20981127",0.0041,0.0011,1e-04,0.0061,"smoking","F01"
"13038","cg03833880",0.0021,6e-04,1e-04,0.0061,"smoking","F01"
"13039","cg00119117",0.0017,4e-04,1e-04,0.0061,"smoking","F01"
"13040","cg05682333",0.0058,0.0015,1e-04,0.0061,"smoking","F01"
