"SC","variable","Pesticide"
"California-San Benito",2007,"GLYPHOSATE"
"California-San Benito",2008,"GLYPHOSATE"
"California-San Benito",2009,"GLYPHOSATE"
"California-San Benito",2010,"GLYPHOSATE"
"California-San Benito",2011,"GLYPHOSATE"
"California-San Benito",2012,"GLYPHOSATE"
"California-San Mateo",1992,"GLYPHOSATE"
"California-San Mateo",1993,"GLYPHOSATE"
"California-San Mateo",1994,"GLYPHOSATE"
"California-San Mateo",1995,"GLYPHOSATE"
"California-San Mateo",1996,"GLYPHOSATE"
"California-San Mateo",1997,"GLYPHOSATE"
"California-San Mateo",1998,"GLYPHOSATE"
"California-San Mateo",1999,"GLYPHOSATE"
"California-San Mateo",2000,"GLYPHOSATE"
"California-San Mateo",2001,"GLYPHOSATE"
"California-San Mateo",2002,"GLYPHOSATE"
"California-San Mateo",2003,"GLYPHOSATE"
"California-San Mateo",2004,"GLYPHOSATE"
"California-San Mateo",2005,"GLYPHOSATE"
"California-San Mateo",2006,"GLYPHOSATE"
"California-San Mateo",2007,"GLYPHOSATE"
"California-San Mateo",2008,"GLYPHOSATE"
"California-San Mateo",2009,"GLYPHOSATE"
"California-San Mateo",2010,"GLYPHOSATE"
"California-San Mateo",2011,"GLYPHOSATE"
"California-San Mateo",2012,"GLYPHOSATE"
"California-Santa Clara",1992,"GLYPHOSATE"
"California-Santa Clara",1993,"GLYPHOSATE"
"California-Santa Clara",1994,"GLYPHOSATE"
"California-Santa Clara",1995,"GLYPHOSATE"
"California-Santa Clara",1996,"GLYPHOSATE"
"California-Santa Clara",1997,"GLYPHOSATE"
"California-Santa Clara",1998,"GLYPHOSATE"
"California-Santa Clara",1999,"GLYPHOSATE"
"California-Santa Clara",2000,"GLYPHOSATE"
"California-Santa Clara",2001,"GLYPHOSATE"
"California-Santa Clara",2002,"GLYPHOSATE"
"California-Santa Clara",2003,"GLYPHOSATE"
"California-Santa Clara",2004,"GLYPHOSATE"
"California-Santa Clara",2005,"GLYPHOSATE"
"California-Santa Clara",2006,"GLYPHOSATE"
"California-Santa Clara",2007,"GLYPHOSATE"
"California-Santa Clara",2008,"GLYPHOSATE"
"California-Santa Clara",2009,"GLYPHOSATE"
"California-Santa Clara",2010,"GLYPHOSATE"
"California-Santa Clara",2011,"GLYPHOSATE"
"California-Santa Clara",2012,"GLYPHOSATE"
"California-Santa Cruz",1992,"GLYPHOSATE"
"California-Santa Cruz",1993,"GLYPHOSATE"
"California-Santa Cruz",1994,"GLYPHOSATE"
"California-Santa Cruz",1995,"GLYPHOSATE"
"California-Santa Cruz",1996,"GLYPHOSATE"
"California-Santa Cruz",1997,"GLYPHOSATE"
"California-Santa Cruz",1998,"GLYPHOSATE"
"California-Santa Cruz",1999,"GLYPHOSATE"
"California-Santa Cruz",2000,"GLYPHOSATE"
"California-Santa Cruz",2001,"GLYPHOSATE"
"California-Santa Cruz",2002,"GLYPHOSATE"
"California-Santa Cruz",2003,"GLYPHOSATE"
"California-Santa Cruz",2004,"GLYPHOSATE"
"California-Santa Cruz",2005,"GLYPHOSATE"
"California-Santa Cruz",2006,"GLYPHOSATE"
"California-Santa Cruz",2007,"GLYPHOSATE"
"California-Santa Cruz",2008,"GLYPHOSATE"
"California-Santa Cruz",2009,"GLYPHOSATE"
"California-Santa Cruz",2010,"GLYPHOSATE"
"California-Santa Cruz",2011,"GLYPHOSATE"
"California-Santa Cruz",2012,"GLYPHOSATE"
"Connecticut-Fairfield",1992,"GLYPHOSATE"
"Connecticut-Fairfield",1993,"GLYPHOSATE"
"Connecticut-Fairfield",1994,"GLYPHOSATE"
"Connecticut-Fairfield",1995,"GLYPHOSATE"
"Connecticut-Fairfield",1996,"GLYPHOSATE"
"Connecticut-Fairfield",1997,"GLYPHOSATE"
"Connecticut-Fairfield",1998,"GLYPHOSATE"
"Connecticut-Fairfield",1999,"GLYPHOSATE"
"Connecticut-Fairfield",2000,"GLYPHOSATE"
"Connecticut-Fairfield",2001,"GLYPHOSATE"
"Connecticut-Fairfield",2002,"GLYPHOSATE"
"Connecticut-Fairfield",2003,"GLYPHOSATE"
"Connecticut-Fairfield",2004,"GLYPHOSATE"
"Connecticut-Fairfield",2005,"GLYPHOSATE"
"Connecticut-Fairfield",2006,"GLYPHOSATE"
"Connecticut-Fairfield",2007,"GLYPHOSATE"
"Connecticut-Fairfield",2008,"GLYPHOSATE"
"Connecticut-Fairfield",2009,"GLYPHOSATE"
"Connecticut-Fairfield",2010,"GLYPHOSATE"
"Connecticut-Fairfield",2011,"GLYPHOSATE"
"Connecticut-Fairfield",2012,"GLYPHOSATE"
"Connecticut-Hartford",1992,"GLYPHOSATE"
"Connecticut-Hartford",1993,"GLYPHOSATE"
"Connecticut-Hartford",1994,"GLYPHOSATE"
"Connecticut-Hartford",1995,"GLYPHOSATE"
"Connecticut-Hartford",1996,"GLYPHOSATE"
"Connecticut-Hartford",1997,"GLYPHOSATE"
"Connecticut-Hartford",1998,"GLYPHOSATE"
"Connecticut-Hartford",1999,"GLYPHOSATE"
"Connecticut-Hartford",2000,"GLYPHOSATE"
"Connecticut-Hartford",2001,"GLYPHOSATE"
"Connecticut-Hartford",2002,"GLYPHOSATE"
"Connecticut-Hartford",2003,"GLYPHOSATE"
"Connecticut-Hartford",2004,"GLYPHOSATE"
"Connecticut-Hartford",2005,"GLYPHOSATE"
"Connecticut-Hartford",2006,"GLYPHOSATE"
"Connecticut-Hartford",2007,"GLYPHOSATE"
"Connecticut-Hartford",2008,"GLYPHOSATE"
"Connecticut-Hartford",2009,"GLYPHOSATE"
"Connecticut-Hartford",2010,"GLYPHOSATE"
"Connecticut-Hartford",2011,"GLYPHOSATE"
"Connecticut-Hartford",2012,"GLYPHOSATE"
"Connecticut-Litchfield",1992,"GLYPHOSATE"
"Connecticut-Litchfield",1993,"GLYPHOSATE"
"Connecticut-Litchfield",1994,"GLYPHOSATE"
"Connecticut-Litchfield",1995,"GLYPHOSATE"
"Connecticut-Litchfield",1996,"GLYPHOSATE"
"Connecticut-Litchfield",1997,"GLYPHOSATE"
"Connecticut-Litchfield",1998,"GLYPHOSATE"
"Connecticut-Litchfield",1999,"GLYPHOSATE"
"Connecticut-Litchfield",2000,"GLYPHOSATE"
"Connecticut-Litchfield",2001,"GLYPHOSATE"
"Connecticut-Litchfield",2002,"GLYPHOSATE"
"Connecticut-Litchfield",2003,"GLYPHOSATE"
"Connecticut-Litchfield",2004,"GLYPHOSATE"
"Connecticut-Litchfield",2005,"GLYPHOSATE"
"Connecticut-Litchfield",2006,"GLYPHOSATE"
"Connecticut-Litchfield",2007,"GLYPHOSATE"
"Connecticut-Litchfield",2008,"GLYPHOSATE"
"Connecticut-Litchfield",2009,"GLYPHOSATE"
"Connecticut-Litchfield",2010,"GLYPHOSATE"
"Connecticut-Litchfield",2011,"GLYPHOSATE"
"Connecticut-Litchfield",2012,"GLYPHOSATE"
"Connecticut-Middlesex",1992,"GLYPHOSATE"
"Connecticut-Middlesex",1993,"GLYPHOSATE"
"Connecticut-Middlesex",1994,"GLYPHOSATE"
"Connecticut-Middlesex",1995,"GLYPHOSATE"
"Connecticut-Middlesex",1996,"GLYPHOSATE"
"Connecticut-Middlesex",1997,"GLYPHOSATE"
"Connecticut-Middlesex",1998,"GLYPHOSATE"
"Connecticut-Middlesex",1999,"GLYPHOSATE"
"Connecticut-Middlesex",2000,"GLYPHOSATE"
"Connecticut-Middlesex",2001,"GLYPHOSATE"
"Connecticut-Middlesex",2002,"GLYPHOSATE"
"Connecticut-Middlesex",2003,"GLYPHOSATE"
"Connecticut-Middlesex",2004,"GLYPHOSATE"
"Connecticut-Middlesex",2005,"GLYPHOSATE"
"Connecticut-Middlesex",2006,"GLYPHOSATE"
"Connecticut-Middlesex",2007,"GLYPHOSATE"
"Connecticut-Middlesex",2008,"GLYPHOSATE"
"Connecticut-Middlesex",2009,"GLYPHOSATE"
"Connecticut-Middlesex",2010,"GLYPHOSATE"
"Connecticut-Middlesex",2011,"GLYPHOSATE"
"Connecticut-Middlesex",2012,"GLYPHOSATE"
"Connecticut-New Haven",1992,"GLYPHOSATE"
"Connecticut-New Haven",1993,"GLYPHOSATE"
"Connecticut-New Haven",1994,"GLYPHOSATE"
"Connecticut-New Haven",1995,"GLYPHOSATE"
"Connecticut-New Haven",1996,"GLYPHOSATE"
"Connecticut-New Haven",1997,"GLYPHOSATE"
"Connecticut-New Haven",1998,"GLYPHOSATE"
"Connecticut-New Haven",1999,"GLYPHOSATE"
"Connecticut-New Haven",2000,"GLYPHOSATE"
"Connecticut-New Haven",2001,"GLYPHOSATE"
"Connecticut-New Haven",2002,"GLYPHOSATE"
"Connecticut-New Haven",2003,"GLYPHOSATE"
"Connecticut-New Haven",2004,"GLYPHOSATE"
"Connecticut-New Haven",2005,"GLYPHOSATE"
"Connecticut-New Haven",2006,"GLYPHOSATE"
"Connecticut-New Haven",2007,"GLYPHOSATE"
"Connecticut-New Haven",2008,"GLYPHOSATE"
"Connecticut-New Haven",2009,"GLYPHOSATE"
"Connecticut-New Haven",2010,"GLYPHOSATE"
"Connecticut-New Haven",2011,"GLYPHOSATE"
"Connecticut-New Haven",2012,"GLYPHOSATE"
"Connecticut-New London",1992,"GLYPHOSATE"
"Connecticut-New London",1993,"GLYPHOSATE"
"Connecticut-New London",1994,"GLYPHOSATE"
"Connecticut-New London",1995,"GLYPHOSATE"
"Connecticut-New London",1996,"GLYPHOSATE"
"Connecticut-New London",1997,"GLYPHOSATE"
"Connecticut-New London",1998,"GLYPHOSATE"
"Connecticut-New London",1999,"GLYPHOSATE"
"Connecticut-New London",2000,"GLYPHOSATE"
"Connecticut-New London",2001,"GLYPHOSATE"
"Connecticut-New London",2002,"GLYPHOSATE"
"Connecticut-New London",2003,"GLYPHOSATE"
"Connecticut-New London",2004,"GLYPHOSATE"
"Connecticut-New London",2005,"GLYPHOSATE"
"Connecticut-New London",2006,"GLYPHOSATE"
"Connecticut-New London",2007,"GLYPHOSATE"
"Connecticut-New London",2008,"GLYPHOSATE"
"Connecticut-New London",2009,"GLYPHOSATE"
"Connecticut-New London",2010,"GLYPHOSATE"
"Connecticut-New London",2011,"GLYPHOSATE"
"Connecticut-New London",2012,"GLYPHOSATE"
"Connecticut-Tolland",1992,"GLYPHOSATE"
"Connecticut-Tolland",1993,"GLYPHOSATE"
"Connecticut-Tolland",1994,"GLYPHOSATE"
"Connecticut-Tolland",1995,"GLYPHOSATE"
"Connecticut-Tolland",1996,"GLYPHOSATE"
"Connecticut-Tolland",1997,"GLYPHOSATE"
"Connecticut-Tolland",1998,"GLYPHOSATE"
"Connecticut-Tolland",1999,"GLYPHOSATE"
"Connecticut-Tolland",2000,"GLYPHOSATE"
"Connecticut-Tolland",2001,"GLYPHOSATE"
"Connecticut-Tolland",2002,"GLYPHOSATE"
"Connecticut-Tolland",2003,"GLYPHOSATE"
"Connecticut-Tolland",2004,"GLYPHOSATE"
"Connecticut-Tolland",2005,"GLYPHOSATE"
"Connecticut-Tolland",2006,"GLYPHOSATE"
"Connecticut-Tolland",2007,"GLYPHOSATE"
"Connecticut-Tolland",2008,"GLYPHOSATE"
"Connecticut-Tolland",2009,"GLYPHOSATE"
"Connecticut-Tolland",2010,"GLYPHOSATE"
"Connecticut-Tolland",2011,"GLYPHOSATE"
"Connecticut-Tolland",2012,"GLYPHOSATE"
"Connecticut-Windham",1992,"GLYPHOSATE"
"Connecticut-Windham",1993,"GLYPHOSATE"
"Connecticut-Windham",1994,"GLYPHOSATE"
"Connecticut-Windham",1995,"GLYPHOSATE"
"Connecticut-Windham",1996,"GLYPHOSATE"
"Connecticut-Windham",1997,"GLYPHOSATE"
"Connecticut-Windham",1998,"GLYPHOSATE"
"Connecticut-Windham",1999,"GLYPHOSATE"
"Connecticut-Windham",2000,"GLYPHOSATE"
"Connecticut-Windham",2001,"GLYPHOSATE"
"Connecticut-Windham",2002,"GLYPHOSATE"
"Connecticut-Windham",2003,"GLYPHOSATE"
"Connecticut-Windham",2004,"GLYPHOSATE"
"Connecticut-Windham",2005,"GLYPHOSATE"
"Connecticut-Windham",2006,"GLYPHOSATE"
"Connecticut-Windham",2007,"GLYPHOSATE"
"Connecticut-Windham",2008,"GLYPHOSATE"
"Connecticut-Windham",2009,"GLYPHOSATE"
"Connecticut-Windham",2010,"GLYPHOSATE"
"Connecticut-Windham",2011,"GLYPHOSATE"
"Connecticut-Windham",2012,"GLYPHOSATE"
"Georgia-Clayton",1992,"GLYPHOSATE"
"Georgia-Clayton",1993,"GLYPHOSATE"
"Georgia-Clayton",1994,"GLYPHOSATE"
"Georgia-Clayton",1995,"GLYPHOSATE"
"Georgia-Clayton",1996,"GLYPHOSATE"
"Georgia-Clayton",1997,"GLYPHOSATE"
"Georgia-Clayton",1998,"GLYPHOSATE"
"Georgia-Clayton",1999,"GLYPHOSATE"
"Georgia-Clayton",2000,"GLYPHOSATE"
"Georgia-Clayton",2001,"GLYPHOSATE"
"Georgia-Clayton",2002,"GLYPHOSATE"
"Georgia-Clayton",2003,"GLYPHOSATE"
"Georgia-Clayton",2004,"GLYPHOSATE"
"Georgia-Clayton",2005,"GLYPHOSATE"
"Georgia-Clayton",2006,"GLYPHOSATE"
"Georgia-Clayton",2007,"GLYPHOSATE"
"Georgia-Clayton",2008,"GLYPHOSATE"
"Georgia-Clayton",2009,"GLYPHOSATE"
"Georgia-Clayton",2010,"GLYPHOSATE"
"Georgia-Clayton",2011,"GLYPHOSATE"
"Georgia-Clayton",2012,"GLYPHOSATE"
"Georgia-DeKalb",1992,"GLYPHOSATE"
"Georgia-DeKalb",1993,"GLYPHOSATE"
"Georgia-DeKalb",1994,"GLYPHOSATE"
"Georgia-DeKalb",1995,"GLYPHOSATE"
"Georgia-DeKalb",1996,"GLYPHOSATE"
"Georgia-DeKalb",1997,"GLYPHOSATE"
"Georgia-DeKalb",1998,"GLYPHOSATE"
"Georgia-DeKalb",1999,"GLYPHOSATE"
"Georgia-DeKalb",2000,"GLYPHOSATE"
"Georgia-DeKalb",2001,"GLYPHOSATE"
"Georgia-DeKalb",2002,"GLYPHOSATE"
"Georgia-DeKalb",2003,"GLYPHOSATE"
"Georgia-DeKalb",2004,"GLYPHOSATE"
"Georgia-DeKalb",2005,"GLYPHOSATE"
"Georgia-DeKalb",2006,"GLYPHOSATE"
"Georgia-DeKalb",2007,"GLYPHOSATE"
"Georgia-DeKalb",2008,"GLYPHOSATE"
"Georgia-DeKalb",2009,"GLYPHOSATE"
"Georgia-DeKalb",2010,"GLYPHOSATE"
"Georgia-DeKalb",2011,"GLYPHOSATE"
"Georgia-DeKalb",2012,"GLYPHOSATE"
"Georgia-Fulton",1992,"GLYPHOSATE"
"Georgia-Fulton",1993,"GLYPHOSATE"
"Georgia-Fulton",1994,"GLYPHOSATE"
"Georgia-Fulton",1995,"GLYPHOSATE"
"Georgia-Fulton",1996,"GLYPHOSATE"
"Georgia-Fulton",1997,"GLYPHOSATE"
"Georgia-Fulton",1998,"GLYPHOSATE"
"Georgia-Fulton",1999,"GLYPHOSATE"
"Georgia-Fulton",2000,"GLYPHOSATE"
"Georgia-Fulton",2001,"GLYPHOSATE"
"Georgia-Fulton",2002,"GLYPHOSATE"
"Georgia-Fulton",2003,"GLYPHOSATE"
"Georgia-Fulton",2004,"GLYPHOSATE"
"Georgia-Fulton",2005,"GLYPHOSATE"
"Georgia-Fulton",2006,"GLYPHOSATE"
"Georgia-Fulton",2007,"GLYPHOSATE"
"Georgia-Fulton",2008,"GLYPHOSATE"
"Georgia-Fulton",2009,"GLYPHOSATE"
"Georgia-Fulton",2010,"GLYPHOSATE"
"Georgia-Fulton",2011,"GLYPHOSATE"
"Georgia-Fulton",2012,"GLYPHOSATE"
"Georgia-Greene",1992,"GLYPHOSATE"
"Georgia-Greene",1993,"GLYPHOSATE"
"Georgia-Greene",1994,"GLYPHOSATE"
"Georgia-Greene",1995,"GLYPHOSATE"
"Georgia-Greene",1996,"GLYPHOSATE"
"Georgia-Greene",1997,"GLYPHOSATE"
"Georgia-Greene",1998,"GLYPHOSATE"
"Georgia-Greene",1999,"GLYPHOSATE"
"Georgia-Greene",2000,"GLYPHOSATE"
"Georgia-Greene",2001,"GLYPHOSATE"
"Georgia-Greene",2002,"GLYPHOSATE"
"Georgia-Greene",2003,"GLYPHOSATE"
"Georgia-Greene",2004,"GLYPHOSATE"
"Georgia-Greene",2005,"GLYPHOSATE"
"Georgia-Greene",2006,"GLYPHOSATE"
"Georgia-Greene",2007,"GLYPHOSATE"
"Georgia-Greene",2008,"GLYPHOSATE"
"Georgia-Greene",2009,"GLYPHOSATE"
"Georgia-Greene",2010,"GLYPHOSATE"
"Georgia-Greene",2011,"GLYPHOSATE"
"Georgia-Greene",2012,"GLYPHOSATE"
"Georgia-Gwinnett",1992,"GLYPHOSATE"
"Georgia-Gwinnett",1993,"GLYPHOSATE"
"Georgia-Gwinnett",1994,"GLYPHOSATE"
"Georgia-Gwinnett",1995,"GLYPHOSATE"
"Georgia-Gwinnett",1996,"GLYPHOSATE"
"Georgia-Gwinnett",1997,"GLYPHOSATE"
"Georgia-Gwinnett",1998,"GLYPHOSATE"
"Georgia-Gwinnett",1999,"GLYPHOSATE"
"Georgia-Gwinnett",2000,"GLYPHOSATE"
"Georgia-Gwinnett",2001,"GLYPHOSATE"
"Georgia-Gwinnett",2002,"GLYPHOSATE"
"Georgia-Gwinnett",2003,"GLYPHOSATE"
"Georgia-Gwinnett",2004,"GLYPHOSATE"
"Georgia-Gwinnett",2005,"GLYPHOSATE"
"Georgia-Gwinnett",2006,"GLYPHOSATE"
"Georgia-Gwinnett",2007,"GLYPHOSATE"
"Georgia-Gwinnett",2008,"GLYPHOSATE"
"Georgia-Gwinnett",2009,"GLYPHOSATE"
"Georgia-Gwinnett",2010,"GLYPHOSATE"
"Georgia-Gwinnett",2011,"GLYPHOSATE"
"Georgia-Gwinnett",2012,"GLYPHOSATE"
"Georgia-Jefferson",1992,"GLYPHOSATE"
"Georgia-Jefferson",1993,"GLYPHOSATE"
"Georgia-Jefferson",1994,"GLYPHOSATE"
"Georgia-Jefferson",1995,"GLYPHOSATE"
"Georgia-Jefferson",1996,"GLYPHOSATE"
"Georgia-Jefferson",1997,"GLYPHOSATE"
"Georgia-Jefferson",1998,"GLYPHOSATE"
"Georgia-Jefferson",1999,"GLYPHOSATE"
"Georgia-Jefferson",2000,"GLYPHOSATE"
"Georgia-Jefferson",2001,"GLYPHOSATE"
"Georgia-Jefferson",2002,"GLYPHOSATE"
"Georgia-Jefferson",2003,"GLYPHOSATE"
"Georgia-Jefferson",2004,"GLYPHOSATE"
"Georgia-Jefferson",2005,"GLYPHOSATE"
"Georgia-Jefferson",2006,"GLYPHOSATE"
"Georgia-Jefferson",2007,"GLYPHOSATE"
"Georgia-Jefferson",2008,"GLYPHOSATE"
"Georgia-Jefferson",2009,"GLYPHOSATE"
"Georgia-Jefferson",2010,"GLYPHOSATE"
"Georgia-Jefferson",2011,"GLYPHOSATE"
"Georgia-Jefferson",2012,"GLYPHOSATE"
"Georgia-Morgan",1992,"GLYPHOSATE"
"Georgia-Morgan",1993,"GLYPHOSATE"
"Georgia-Morgan",1994,"GLYPHOSATE"
"Georgia-Morgan",1995,"GLYPHOSATE"
"Georgia-Morgan",1996,"GLYPHOSATE"
"Georgia-Morgan",1997,"GLYPHOSATE"
"Georgia-Morgan",1998,"GLYPHOSATE"
"Georgia-Morgan",1999,"GLYPHOSATE"
"Georgia-Morgan",2000,"GLYPHOSATE"
"Georgia-Morgan",2001,"GLYPHOSATE"
"Georgia-Morgan",2002,"GLYPHOSATE"
"Georgia-Morgan",2003,"GLYPHOSATE"
"Georgia-Morgan",2004,"GLYPHOSATE"
"Georgia-Morgan",2005,"GLYPHOSATE"
"Georgia-Morgan",2006,"GLYPHOSATE"
"Georgia-Morgan",2007,"GLYPHOSATE"
"Georgia-Morgan",2008,"GLYPHOSATE"
"Georgia-Morgan",2009,"GLYPHOSATE"
"Georgia-Morgan",2010,"GLYPHOSATE"
"Georgia-Morgan",2011,"GLYPHOSATE"
"Georgia-Morgan",2012,"GLYPHOSATE"
"Georgia-Washington",1992,"GLYPHOSATE"
"Georgia-Washington",1993,"GLYPHOSATE"
"Georgia-Washington",1994,"GLYPHOSATE"
"Georgia-Washington",1995,"GLYPHOSATE"
"Georgia-Washington",1996,"GLYPHOSATE"
"Georgia-Washington",1997,"GLYPHOSATE"
"Georgia-Washington",1998,"GLYPHOSATE"
"Georgia-Washington",1999,"GLYPHOSATE"
"Georgia-Washington",2000,"GLYPHOSATE"
"Georgia-Washington",2001,"GLYPHOSATE"
"Georgia-Washington",2002,"GLYPHOSATE"
"Georgia-Washington",2003,"GLYPHOSATE"
"Georgia-Washington",2004,"GLYPHOSATE"
"Georgia-Washington",2005,"GLYPHOSATE"
"Georgia-Washington",2006,"GLYPHOSATE"
"Georgia-Washington",2007,"GLYPHOSATE"
"Georgia-Washington",2008,"GLYPHOSATE"
"Georgia-Washington",2009,"GLYPHOSATE"
"Georgia-Washington",2010,"GLYPHOSATE"
"Georgia-Washington",2011,"GLYPHOSATE"
"Georgia-Washington",2012,"GLYPHOSATE"
"Iowa-Allamakee",1992,"GLYPHOSATE"
"Iowa-Allamakee",1993,"GLYPHOSATE"
"Iowa-Allamakee",1994,"GLYPHOSATE"
"Iowa-Allamakee",1995,"GLYPHOSATE"
"Iowa-Allamakee",1996,"GLYPHOSATE"
"Iowa-Allamakee",1997,"GLYPHOSATE"
"Iowa-Allamakee",1998,"GLYPHOSATE"
"Iowa-Allamakee",1999,"GLYPHOSATE"
"Iowa-Allamakee",2000,"GLYPHOSATE"
"Iowa-Allamakee",2001,"GLYPHOSATE"
"Iowa-Allamakee",2002,"GLYPHOSATE"
"Iowa-Allamakee",2003,"GLYPHOSATE"
"Iowa-Allamakee",2004,"GLYPHOSATE"
"Iowa-Allamakee",2005,"GLYPHOSATE"
"Iowa-Allamakee",2006,"GLYPHOSATE"
"Iowa-Allamakee",2007,"GLYPHOSATE"
"Iowa-Allamakee",2008,"GLYPHOSATE"
"Iowa-Allamakee",2009,"GLYPHOSATE"
"Iowa-Allamakee",2010,"GLYPHOSATE"
"Iowa-Allamakee",2011,"GLYPHOSATE"
"Iowa-Allamakee",2012,"GLYPHOSATE"
"Iowa-Benton",1992,"GLYPHOSATE"
"Iowa-Benton",1993,"GLYPHOSATE"
"Iowa-Benton",1994,"GLYPHOSATE"
"Iowa-Benton",1995,"GLYPHOSATE"
"Iowa-Benton",1996,"GLYPHOSATE"
"Iowa-Benton",1997,"GLYPHOSATE"
"Iowa-Benton",1998,"GLYPHOSATE"
"Iowa-Benton",1999,"GLYPHOSATE"
"Iowa-Benton",2000,"GLYPHOSATE"
"Iowa-Benton",2001,"GLYPHOSATE"
"Iowa-Benton",2002,"GLYPHOSATE"
"Iowa-Benton",2003,"GLYPHOSATE"
"Iowa-Benton",2004,"GLYPHOSATE"
"Iowa-Benton",2005,"GLYPHOSATE"
"Iowa-Benton",2006,"GLYPHOSATE"
"Iowa-Benton",2007,"GLYPHOSATE"
"Iowa-Benton",2008,"GLYPHOSATE"
"Iowa-Benton",2009,"GLYPHOSATE"
"Iowa-Benton",2010,"GLYPHOSATE"
"Iowa-Benton",2011,"GLYPHOSATE"
"Iowa-Benton",2012,"GLYPHOSATE"
"Iowa-Black Hawk",1992,"GLYPHOSATE"
"Iowa-Black Hawk",1993,"GLYPHOSATE"
"Iowa-Black Hawk",1994,"GLYPHOSATE"
"Iowa-Black Hawk",1995,"GLYPHOSATE"
"Iowa-Black Hawk",1996,"GLYPHOSATE"
"Iowa-Black Hawk",1997,"GLYPHOSATE"
"Iowa-Black Hawk",1998,"GLYPHOSATE"
"Iowa-Black Hawk",1999,"GLYPHOSATE"
"Iowa-Black Hawk",2000,"GLYPHOSATE"
"Iowa-Black Hawk",2001,"GLYPHOSATE"
"Iowa-Black Hawk",2002,"GLYPHOSATE"
"Iowa-Black Hawk",2003,"GLYPHOSATE"
"Iowa-Black Hawk",2004,"GLYPHOSATE"
"Iowa-Black Hawk",2005,"GLYPHOSATE"
"Iowa-Black Hawk",2006,"GLYPHOSATE"
"Iowa-Black Hawk",2007,"GLYPHOSATE"
"Iowa-Black Hawk",2008,"GLYPHOSATE"
"Iowa-Black Hawk",2009,"GLYPHOSATE"
"Iowa-Black Hawk",2010,"GLYPHOSATE"
"Iowa-Black Hawk",2011,"GLYPHOSATE"
"Iowa-Black Hawk",2012,"GLYPHOSATE"
"Iowa-Boone",1992,"GLYPHOSATE"
"Iowa-Boone",1993,"GLYPHOSATE"
"Iowa-Boone",1994,"GLYPHOSATE"
"Iowa-Boone",1995,"GLYPHOSATE"
"Iowa-Boone",1996,"GLYPHOSATE"
"Iowa-Boone",1997,"GLYPHOSATE"
"Iowa-Boone",1998,"GLYPHOSATE"
"Iowa-Boone",1999,"GLYPHOSATE"
"Iowa-Boone",2000,"GLYPHOSATE"
"Iowa-Boone",2001,"GLYPHOSATE"
"Iowa-Boone",2002,"GLYPHOSATE"
"Iowa-Boone",2003,"GLYPHOSATE"
"Iowa-Boone",2004,"GLYPHOSATE"
"Iowa-Boone",2005,"GLYPHOSATE"
"Iowa-Boone",2006,"GLYPHOSATE"
"Iowa-Boone",2007,"GLYPHOSATE"
"Iowa-Boone",2008,"GLYPHOSATE"
"Iowa-Boone",2009,"GLYPHOSATE"
"Iowa-Boone",2010,"GLYPHOSATE"
"Iowa-Boone",2011,"GLYPHOSATE"
"Iowa-Boone",2012,"GLYPHOSATE"
"Iowa-Bremer",1992,"GLYPHOSATE"
"Iowa-Bremer",1993,"GLYPHOSATE"
"Iowa-Bremer",1994,"GLYPHOSATE"
"Iowa-Bremer",1995,"GLYPHOSATE"
"Iowa-Bremer",1996,"GLYPHOSATE"
"Iowa-Bremer",1997,"GLYPHOSATE"
"Iowa-Bremer",1998,"GLYPHOSATE"
"Iowa-Bremer",1999,"GLYPHOSATE"
"Iowa-Bremer",2000,"GLYPHOSATE"
"Iowa-Bremer",2001,"GLYPHOSATE"
"Iowa-Bremer",2002,"GLYPHOSATE"
"Iowa-Bremer",2003,"GLYPHOSATE"
"Iowa-Bremer",2004,"GLYPHOSATE"
"Iowa-Bremer",2005,"GLYPHOSATE"
"Iowa-Bremer",2006,"GLYPHOSATE"
"Iowa-Bremer",2007,"GLYPHOSATE"
"Iowa-Bremer",2008,"GLYPHOSATE"
"Iowa-Bremer",2009,"GLYPHOSATE"
"Iowa-Bremer",2010,"GLYPHOSATE"
"Iowa-Bremer",2011,"GLYPHOSATE"
"Iowa-Bremer",2012,"GLYPHOSATE"
"Iowa-Buchanan",1992,"GLYPHOSATE"
"Iowa-Buchanan",1993,"GLYPHOSATE"
"Iowa-Buchanan",1994,"GLYPHOSATE"
"Iowa-Buchanan",1995,"GLYPHOSATE"
"Iowa-Buchanan",1996,"GLYPHOSATE"
"Iowa-Buchanan",1997,"GLYPHOSATE"
"Iowa-Buchanan",1998,"GLYPHOSATE"
"Iowa-Buchanan",1999,"GLYPHOSATE"
"Iowa-Buchanan",2000,"GLYPHOSATE"
"Iowa-Buchanan",2001,"GLYPHOSATE"
"Iowa-Buchanan",2002,"GLYPHOSATE"
"Iowa-Buchanan",2003,"GLYPHOSATE"
"Iowa-Buchanan",2004,"GLYPHOSATE"
"Iowa-Buchanan",2005,"GLYPHOSATE"
"Iowa-Buchanan",2006,"GLYPHOSATE"
"Iowa-Buchanan",2007,"GLYPHOSATE"
"Iowa-Buchanan",2008,"GLYPHOSATE"
"Iowa-Buchanan",2009,"GLYPHOSATE"
"Iowa-Buchanan",2010,"GLYPHOSATE"
"Iowa-Buchanan",2011,"GLYPHOSATE"
"Iowa-Buchanan",2012,"GLYPHOSATE"
